Timestamp,messages,NT:/FMSInfo/.type,NT:/FMSInfo/IsRedAlliance,NT:/FMSInfo/MatchNumber,NT:/FMSInfo/ReplayNumber,NT:/FMSInfo/FMSControlData,NT:/FMSInfo/EventName,NT:/LiveWindow/.status/LW Enabled,NT:/FMSInfo/GameSpecificMessage,NT:/FMSInfo/StationNumber,NT:/FMSInfo/MatchType,NTConnection,systemTime,/ExampleSubsystem/falcon/SET_FUNCTION_CONTROL_MODE,/ExampleSubsystem/falcon/SET_FUNCTION_VALUE,/ExampleSubsystem/falcon/SET_FUNCTION_DEMAND_TYPE,/ExampleSubsystem/falcon/SET_FUNCTION_DEMAND,/ExampleSubsystem/falcon/SET_VOLTAGE,/ExampleSubsystem/falcon/SET_SELECTED_SENSOR_POSITION,/ExampleSubsystem/falcon/SET_NEUTRAL_MODE_IS_BRAKE,/ExampleSubsystem/falcon/OUTPUT_PERCENT,/ExampleSubsystem/falcon/FAULTS,/ExampleSubsystem/falcon/FORWARD_LIMIT_SWITCH,/ExampleSubsystem/falcon/REVERSE_LIMIT_SWITCH,/ExampleSubsystem/falcon/SELECTED_SENSOR_POSITION,/ExampleSubsystem/falcon/SELECTED_SENSOR_VELOCITY,/ExampleSubsystem/falcon/STATOR_CURRENT,/ExampleSubsystem/falcon/SUPPLY_CURRENT,/ExampleSubsystem/falcon/BUS_VOLTAGE,/ExampleSubsystem/falcon/TEMPERATURE,/ExampleSubsystem/falcon/INTEGRATED_SENSOR_ABSOLUTE_POSITION,/ExampleSubsystem/falcon/HAS_RESET,DS:enabled,DS:autonomous,DS:test,DS:estop,DS:joystick0/buttons,DS:joystick0/axes[0],DS:joystick0/axes[1],DS:joystick0/axes[2],DS:joystick0/povs,DS:joystick1/buttons,DS:joystick1/axes,DS:joystick1/povs,DS:joystick2/buttons,DS:joystick2/axes,DS:joystick2/povs,DS:joystick3/buttons,DS:joystick3/axes,DS:joystick3/povs,DS:joystick4/buttons,DS:joystick4/axes,DS:joystick4/povs,DS:joystick5/buttons,DS:joystick5/axes,DS:joystick5/povs,NT:/LiveWindow/Ungrouped/Talon FX [1]/.name,NT:/LiveWindow/Ungrouped/Talon FX [1]/.type,NT:/LiveWindow/Ungrouped/Talon FX [1]/.actuator,NT:/LiveWindow/Ungrouped/.type,NT:/LiveWindow/Ungrouped/Talon FX [1]/Value,NT:/LiveWindow/ExampleSubsystem/.name,NT:/LiveWindow/ExampleSubsystem/.type,NT:/LiveWindow/ExampleSubsystem/.hasDefault,NT:/LiveWindow/ExampleSubsystem/.default,NT:/LiveWindow/ExampleSubsystem/.hasCommand,NT:/LiveWindow/ExampleSubsystem/.command,NT:/LiveWindow/Ungrouped/Scheduler/.name,NT:/LiveWindow/Ungrouped/Scheduler/.type,NT:/LiveWindow/Ungrouped/Scheduler/Names,NT:/LiveWindow/Ungrouped/Scheduler/Ids,
0.314316,,
0.335044,,FMSInfo,,
0.432865,LoggyMotor /ExampleSubsystem/falcon/ log levels set to [SET_FUNCTION_CONTROL_MODE; SET_FUNCTION_VALUE; SET_FUNCTION_DEMAND_TYPE; SET_FUNCTION_DEMAND; SET_VOLTAGE; SET_SELECTED_SENSOR_POSITION; SET_NEUTRAL_MODE_IS_BRAKE; OUTPUT_PERCENT; FAULTS; FORWARD_LIMIT_SWITCH; REVERSE_LIMIT_SWITCH; SELECTED_SENSOR_POSITION; SELECTED_SENSOR_VELOCITY; STATOR_CURRENT; SUPPLY_CURRENT; BUS_VOLTAGE; TEMPERATURE; INTEGRATED_SENSOR_ABSOLUTE_POSITION; HAS_RESET],FMSInfo,1,0.0,0.0,32.0,,0,,1.0,0.0,
0.46945,,FMSInfo,1,0.0,0.0,32.0,,0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,0,
6.695908,,FMSInfo,1,0.0,0.0,32.0,,0,,1.0,0.0,,1648428239264977,,,,,,,,,,,,,,,,,,,,0,0,
6.858803,,FMSInfo,1,0.0,0.0,32.0,,0,,1.0,0.0,,1648428239264977,PercentOutput,,,,,,,,,,,,,,,,,,,0,0,0,
9.742571,,FMSInfo,1,0.0,0.0,32.0,,0,,1.0,0.0,,1648428239264977,PercentOutput,0.481853,Neutral,,,,,,,,,,,,,,,,,0,0,0,0,,
10.672726,,FMSInfo,1,0.0,0.0,32.0,,0,,1.0,0.0,,1648428239264977,PercentOutput,9.759447,Neutral,0.0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
11.325135,,FMSInfo,1,0.0,0.0,32.0,,0,,1.0,0.0,,1648428239264977,PercentOutput,9.759447,Neutral,0.0,,,,0.0,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
12.954719,,FMSInfo,1,0.0,0.0,32.0,,0,,1.0,0.0,,1648428245523681,PercentOutput,9.759447,Neutral,0.0,,,,0.0,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
14.699535,,FMSInfo,1,0.0,0.0,32.0,,0,,1.0,0.0,,1648428245523681,PercentOutput,9.759447,Neutral,0.0,,,,0.0,No Faults,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Talon FX [1],
19.204224,,FMSInfo,1,0.0,0.0,32.0,,0,,1.0,0.0,,1648428251773109,PercentOutput,9.759447,Neutral,0.0,,,,0.0,No Faults,,,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Talon FX [1],Motor Controller,1,LW Subsystem,0.0,ExampleSubsystem,LW Subsystem,0,none,
25.446126,,FMSInfo,1,0.0,0.0,32.0,,0,,1.0,0.0,,1648428258015063,PercentOutput,9.759447,Neutral,0.0,,,,0.0,No Faults,,,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Talon FX [1],Motor Controller,1,LW Subsystem,0.0,ExampleSubsystem,LW Subsystem,0,none,
31.695927,,FMSInfo,1,0.0,0.0,32.0,,0,,1.0,0.0,,1648428264265044,PercentOutput,9.759447,Neutral,0.0,,,,0.0,No Faults,,,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Talon FX [1],Motor Controller,1,LW Subsystem,0.0,ExampleSubsystem,LW Subsystem,0,none,
32.137968,,FMSInfo,1,0.0,0.0,32.0,,0,,1.0,0.0,,1648428264265044,PercentOutput,14.701454,Neutral,0.0,,,,0.0,No Faults,,,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Talon FX [1],Motor Controller,1,LW Subsystem,0.0,ExampleSubsystem,LW Subsystem,0,none,
32.159391,,FMSInfo,1,0.0,0.0,32.0,,0,,1.0,0.0,,1648428264265044,PercentOutput,32.159357,Neutral,0.0,,,,0.0,No Faults,,,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Talon FX [1],Motor Controller,1,LW Subsystem,0.0,ExampleSubsystem,LW Subsystem,0,none,
32.181772,,FMSInfo,1,0.0,0.0,32.0,,0,,1.0,0.0,,1648428264265044,PercentOutput,32.181748,Neutral,0.0,,,,0.0,No Faults,,,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Talon FX [1],Motor Controller,1,LW Subsystem,0.0,ExampleSubsystem,LW Subsystem,0,none,
32.212795,,FMSInfo,1,0.0,0.0,32.0,,0,,1.0,0.0,,1648428264265044,PercentOutput,32.212752,Neutral,0.0,,,,0.0,No Faults,,,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Talon FX [1],Motor Controller,1,LW Subsystem,0.0,ExampleSubsystem,LW Subsystem,0,none,
32.238331,,FMSInfo,1,0.0,0.0,32.0,,0,,1.0,0.0,,1648428264265044,PercentOutput,32.225552,Neutral,0.0,,,,0.0,No Faults,,,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Talon FX [1],Motor Controller,1,LW Subsystem,0.0,ExampleSubsystem,LW Subsystem,0,none,
32.258409,,FMSInfo,1,0.0,0.0,32.0,,0,,1.0,0.0,,1648428264265044,PercentOutput,32.258404,Neutral,0.0,,,,0.0,No Faults,,,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Talon FX [1],Motor Controller,1,LW Subsystem,0.0,ExampleSubsystem,LW Subsystem,0,none,
32.278591,,FMSInfo,1,0.0,0.0,32.0,,0,,1.0,0.0,,1648428264265044,PercentOutput,32.278573,Neutral,0.0,,,,0.0,No Faults,,,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Talon FX [1],Motor Controller,1,LW Subsystem,0.0,ExampleSubsystem,LW Subsystem,0,none,
32.29862,,FMSInfo,1,0.0,0.0,32.0,,0,,1.0,0.0,,1648428264265044,PercentOutput,32.298618,Neutral,0.0,,,,0.0,No Faults,,,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Talon FX [1],Motor Controller,1,LW Subsystem,0.0,ExampleSubsystem,LW Subsystem,0,none,
32.331009,,FMSInfo,1,0.0,0.0,32.0,,0,,1.0,0.0,,1648428264265044,PercentOutput,32.330995,Neutral,0.0,,,,0.0,No Faults,,,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Talon FX [1],Motor Controller,1,LW Subsystem,0.0,ExampleSubsystem,LW Subsystem,0,none,
32.351037,,FMSInfo,1,0.0,0.0,32.0,,0,,1.0,0.0,,1648428264265044,PercentOutput,32.351036,Neutral,0.0,,,,0.0,No Faults,,,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Talon FX [1],Motor Controller,1,LW Subsystem,0.0,ExampleSubsystem,LW Subsystem,0,none,
